"","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","RunTimingGroup","Collection_Location","Processing_Date","Col_Location_Lat","Col_Location_Long","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","SpawnStatus","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_1","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments","Collection_RiverMile_m","Elevation_m","Year","Group_Assignment","Fish_Leng_1_mm","Fish_Leng_2_mm","Fish_Ht_mm","Fish_Grth_mm","Fish_Wt_g","bodysize_pc_g_mm"
"38","SA-8-2019","SA8-2019","SA-8-19","SA8","2019-08-20",NA,"St Anne","9/1/19",61.73953006,-145.9685194,1.882,43.7,44.3,6.8,7.1,13.8,14.3,6,34.1,"M",0.072,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.734,"2-B10","N","Y","5","Y","Y",0.03,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.6,"",0,"12/18/19",112.4,"12/31/19",19.9,"0.823","0.177","","2/6/20",2,0.3699,923.1981,20.8056,3.683553737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2019,"KlutinaLake",437,68,138,341,1882,0.941834987673612
"39","SA-9-2019","SA9-2019","SA-9-19","SA9","2019-08-20",NA,"St Anne","9/1/19",61.73953006,-145.9685194,1.434,NA,NA,NA,NA,NA,NA,NA,NA,"M",0.042,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.326,"2-C1","N","Y",NA,"Y","Y",0.014,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.5,"",0,"12/18/19",159.1,"12/31/19",30.7,"0.807","0.193","","2/6/20",4,0.3289,23.3249,20.369,3.930410434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2019,"KlutinaLake",420.939262761572,NA,112.684194701826,267.238105818718,1434,-1.10579798502197
"41","LL-1-2019","LL1-2019","LL-1-19","LL1","2019-08-24",NA,"Long Lake","9/4/19",61.37920879,-143.30713,2.348,47.1,48.6,5.4,6,12,12.1,7.1,30.3,"M",0.07,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.186,"2-E7","N","Y","5","Y","Y",0.032,1.3,1.4,0.8,0.9,0.9,0.8,0.8,0.8,"FM IN FIELD 0.8, 0.8, 0.8, 0.7",0,"12/18/19",128.9,"12/31/19",36.4,"0.7176","0.2824","","2/6/20",4,0.4509,923.3249,24.4802,6.912950194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2019,"Chitina",471,54,120,303,2348,0.496521569657474
"42","LL-2-2019","LL2-2019","LL-2-19","LL2","2019-08-24",NA,"Long Lake","9/4/19",61.37920879,-143.30713,1.814,44.3,45.9,4.6,5.4,10.6,10.2,6.4,26.7,"M",0.036,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.716,"2-E6","N","Y","5","Y","Y",0.018,1,0.9,0.8,0.7,0.8,0.7,0.7,0.7,"FM IN FIELD 0.7, 0.7, 0.6, 0.6",0,"12/18/19",129.4,"12/31/19",35.8,"0.7233","0.2767","","2/6/20",2,0.41,923.1981,23.7683,6.575773879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2019,"Chitina",443,46,106,267,1814,-0.902997878056113
"43","LL-3-2019","LL3-2019","LL-3-19","LL3","2019-08-24",NA,"Long Lake","",61.37920879,-143.30713,2.312,47.5,49.3,6,6.7,12.1,12.2,6.9,30.2,"M",0.056,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.164,"2-D12","N","Y",NA,"Y","Y",0.026,1.1,1,0.9,0.8,0.7,0.8,0.7,0.8,"FM IN FIELD 0.7, 0.7, 0.6, 0.5",0,"12/18/19",164.8,"12/31/19",42.4,"0.7427","0.2573","","2/6/20",4,0.395,923.3249,24.0521,6.18816165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2019,"Chitina",475,60,121,302,2312,0.579750467363159
"44","LL-4-2019","LL4-2019","LL-4-19","LL4","2019-08-24",NA,"Long Lake","9/3/19",61.37920879,-143.30713,2.276,46.2,47,5.8,6,12.8,12.1,6.6,31,"M",0.058,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.168,"2-D10","N","Y","5","Y","Y",0.024,1,1.3,0.8,0.9,0.7,0.7,0.7,0.7,"FM IN FIELD 0.9, 0.8, 0.7, 0.6",0,"12/18/19",104.3,"12/31/19",29.7,"0.7152","0.2848","","2/6/20",2,0.3563,923.1981,24.0087,6.836609684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2019,"Chitina",462,58,128,310,2276,0.658199135954269
"45","LL-5-2019","LL5-2019","LL-5-19","LL5","2019-08-24",NA,"Long Lake","9/3/19",61.37920879,-143.30713,2.31,48.2,49.7,5.6,5.8,11.8,11.4,6.6,29.4,"M",0.056,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.172,"2-D11","N","Y","5","Y","Y",0.026,1.3,0.9,1.1,1,1.2,0.9,1,1.1,"FM IN FIELD 1.0, 0.8, 0.8, 0.7",0,"12/18/19",91.2,"12/31/19",26.1,"0.7138","0.2862","","2/11/20",4,0.2979,923.3249,23.4465,6.710018092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2019,"Chitina",482,56,118,294,2310,0.504769511056787
"52","MA-2-2019","MA2-2019","MA-2-19","MA2","2019-08-20",NA,"Mahlo","9/3/19",61.73588,-145.7294181,1.482,42.6,44.1,4.4,4.3,13,12.5,4.5,27.6,"M",0.03,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.344,"2-D1","N","Y","5","Y","Y",0.014,0.5,0.5,0.5,0.4,0.5,0.4,0.4,0.5,"POSSIBLY A PARTIAL SPAWNER",1,"12/31/19",94.1,"1/20/20",16.8,"0.8215","0.1785","","2/11/20",2,0.257,923.1981,19.23,3.433198725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2019,"KlutinaLake",426,44,130,276,1482,-0.416403520261459
"54","MA-4-2019","MA4-2019","MA-4-19","MA4","2019-08-20",NA,"Mahlo","9/3/19",61.73588,-145.7294181,2.414,46.9,48.4,8.3,9.3,14.3,14.7,6.5,33.1,"M",0.05,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.272,"2-D9","N","Y","5","Y","Y",0.024,0.5,0.5,0.6,0.4,0.6,0.4,0.5,0.4,"",0,"12/31/19",105.6,"1/20/20",22.1,"0.7907","0.2093","","2/11/20",2,0.3479,923.1981,21.3625,4.470750473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2019,"KlutinaLake",469,83,143,331,2414,1.49666217010667
"56","MA-6-2019","MA6-2019","MA-6-19","MA6","2019-08-20",NA,"Mahlo","9/3/19",61.73588,-145.7294181,1.602,43.8,43.7,5.1,5.7,12.3,12.6,5.2,26.3,"M",0.036,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.488,"2-E2","N","Y","5","Y","Y",0.014,0.5,0.4,0.4,0.4,0.5,0.5,0.4,0.6,"",0,"2/5/20",114.3,"2/11/20",22.1,"0.8066","0.1934","","2/14/20",2,0.2543,923.1981,19.4865,3.767730971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2019,"KlutinaLake",438,51,123,263,1602,-0.585243882398415
"57","MA-7-2019","MA7-2019","MA-7-19","MA7","2019-08-20",NA,"Mahlo","9/3/19",61.73588,-145.7294181,2.32,48.8,50.1,5.4,6.7,15,15.8,6.9,35.4,"M",0.036,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.118,"2-D8","N","Y","5","Y","Y",0.016,0.4,0.4,0.4,0.3,0.4,0.3,0.4,0.4,"",0,"2/5/20",84.2,"2/11/20",16.5,"0.804","0.196","","2/14/20",4,0.2717,923.3249,19.0055,3.724355701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2019,"KlutinaLake",488,54,150,354,2320,2.35729801441715
"58","MA-8-2019","MA8-2019","MA-8-19","MA8","2019-08-20",NA,"Mahlo","9/4/19",61.73588,-145.7294181,2.14,46.3,47.2,7.8,7.6,14.4,14.6,6.5,34,"M",0.032,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.012,"2-E10","N","Y","5","Y","Y",0.012,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,"",0,"2/5/20",80.9,"2/11/20",16.2,"0.7998","0.2002","","2/14/20",2,0.3651,923.1981,19.7064,3.946151792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2019,"KlutinaLake",463,78,144,340,2140,1.54922117418053
"66","TN-6-2019","TNL6-2019","TN-6-19","TNL6","2019-09-10",NA,"Tanada","9/19/19",62.45133,-143.382153,3.54,50.02,50.09,9.09,10.02,18.04,20.06,5.05,42.03,"M",0.06,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26,"2-F6","N","Y","5","Y","Y",0.03,0.5,0.5,0.4,0.5,0.4,0.5,0.4,0.5,"",0,"2/5/20",122.2,"2/11/20",24.4,"0.8003","0.1997","","2/14/20",2,0.2394,923.1981,21.7521,4.343299836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2019,"TanadaCopperLakes",500.2,90.9,180.4,420.3,3540,4.36709057781785
"67","TN-7-2019","TNL7-2019","TN-7-19","TNL7","2019-09-10",NA,"Tanada","9/10/19",62.45133,-143.382153,2.002,46.04,46.07,7.02,7.02,14.06,16.05,4.07,31.06,"M",0.022,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.876,"2-F7","N","Y","5","Y","Y",0.01,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,"",0,"2/5/20",127.6,"2/11/20",23.7,"0.8143","0.1857","","2/14/20",4,0.4144,923.3249,19.3748,3.598610972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2019,"TanadaCopperLakes",460.4,70.2,140.6,310.6,2002,0.982700046445859
"68","TN-8-2019","TNL8-2019","TN-8-19","TNL8","2019-09-10",NA,"Tanada","9/19/19",62.45133,-143.382153,2.946,50.05,50.08,8.04,8.03,16.01,18.02,5.07,38,"M",0.076,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.714,"2-F9","N","Y","5","Y","Y",0.038,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,"",0,"2/5/20",124.7,"2/11/20",24.8,"0.8011","0.1989","","2/14/20",2,0.3603,923.1981,20.5642,4.089752686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2019,"TanadaCopperLakes",500.5,80.4,160.1,380,2946,3.23168464039475
"69","TN-9-2019","TNL9-2019","TN-9-19","TNL9","2019-09-10",NA,"Tanada","9/19/19",62.45133,-143.382153,2.004,46.07,48.01,6.09,6.07,12.01,14.09,5.03,29.08,"M",0.03,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.898,"2-F10","N","Y",NA,"Y","Y",0.016,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,"",0,"2/5/20",151.1,"2/11/20",31.1,"0.7942","0.2058","","2/14/20",4,0.4018,923.3249,20.415,4.201896095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2019,"TanadaCopperLakes",460.7,60.9,120.1,290.8,2004,0.140193797347868
"70","TN-10-2019","TNL10-2019","TN-10-19","TNL10","2019-09-10",NA,"Tanada","9/19/19",62.45133,-143.382153,2.488,47.02,47,8.03,8.01,16.04,18,5.09,36.06,"M",0.04,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-F8","N","Y","5","Y","Y",0.016,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.5,"",0,"2/5/20",170.5,"2/11/20",33.4,"0.8041","0.1959","","2/14/20",2,0.3191,923.1981,21.0252,4.118719531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2019,"TanadaCopperLakes",470.2,80.3,160.4,360.6,2488,2.42360480615908
"71","MN-1-2020","MN-20-1","MN-1-20","MN-20-1","2020-07-30",NA,"Mentasta","9/23/20",62.94958,-143.35984,1.896,45.4,NA,7,NA,13.3,NA,5.5,31.5,"M",0.05,"2-A6",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71,"2-A6 (1 OTO","N","Y (bad scales)","","Y","Y",0.028,0.5,0.3,0.2,0.3,0.3,0.3,0.4,0.5,"",0,"1/10/21",104.1,"1/14/21",19.7,"0.8108","0.1892",NA,"2/8/21",4,0.4666,923.3249,20.1929,3.821326897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2020,"Slana",454,70,133,315,1896,0.726493809765598
"72","MN-2-2020","MN-20-2","MN-2-20","MN-20-2","2020-07-30",NA,"Mentasta","9/24/20",62.94958,-143.35984,2.024,45.6,NA,6.7,NA,14,NA,4.3,32,"M",0.036,"2-C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.848,"2-B7 (1 OTO)","N","","","Y","Y",0.02,0.4,0.4,0.4,0.5,0.6,0.5,0.6,0.5,"",0,"1/10/21",81.3,"1/14/21",15.6,"0.8081","0.1919",NA,"2/8/21",2,0.3468,955.4635,19.8806,3.814727675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2020,"Slana",456,67,140,320,2024,1.02559672716977
"73","MN-3-2020","MN-20-3","MN-3-20","MN-20-3","2020-07-30",NA,"Mentasta","9/26/20",62.94958,-143.35984,1.04,38.8,NA,4.4,NA,11,NA,2.9,NA,"M",0.03,"Fin well ID 41",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.946,"2-D5 (1 OTO)","N","Y","5","Y","Y",0.016,0.3,0.4,0.4,0.3,0.4,0.5,0.4,0.5,"",0,"1/10/21",103.6,"1/14/21",18.3,"0.8234","0.1766",NA,"2/8/21",4,0.4429,923.3249,19.3462,3.417330695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2020,"Slana",388,44,110,238.931586544495,1040,-2.17147537903885
"74","MN-4-2020","MN-20-4","MN-4-20","MN-20-4","2020-07-30",NA,"Mentasta","9/28/20",62.94958,-143.35984,1.642,49.9,NA,7.4,NA,12.5,NA,4.4,30.6,"M",0.038,"Fin well ID 17(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.492,"2-F5","N","Y","3","Y","Y",0.016,0.3,0.3,0.3,0.5,0.3,0.3,0.4,0.5,"",0,"1/10/21",79.3,"1/14/21",14.6,"0.8159","0.1841",NA,"2/8/21",2,0.5085,955.4635,20.8907,3.846207062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2020,"Slana",499,74,125,306,1642,1.1700678509118
"75","MN-5-2020","MN-20-5","MN-5-20","MN-20-5","2020-07-30",NA,"Mentasta","9/28/20",62.94958,-143.35984,1.724,46,NA,6.7,NA,12.3,NA,4.1,28.2,"M",0.018,"Fin well: 13(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.592,"2-F1","N","Y","4","Y","Y",0.01,0.6,0.3,1.3,0.4,3.5,0.2,1.2,0.3,"",0,"1/10/21",89.5,"1/14/21",17.2,"0.8078","0.1922",NA,"2/8/21",4,0.3452,923.3249,18.1366,3.485469497,2,0.3865,955.4635,20.0588,3.854875531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2020,"Slana",460,67,123,282,1724,0.078948695506466
"85","FC-6-2020","FC-20-6","FC-6-20","FC-20-6","2020-07-31",NA,"Fish Creek Gulkana","9/24/20",63.1000428,-145.481274,2.39,48.2,NA,8.3,NA,14.6,NA,5,32.5,"M",0.056,"2-C5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.232,"2-B9","Y","Y","bad scales","Y","Y",0.026,0.6,0.4,0.3,0.5,0.6,0.5,0.4,0.6,"",0,"1/10/21",105.7,"1/14/21",22.8,"0.7843","0.2157",NA,"2/10/21",4,0.4718,923.3249,21.1345,4.558813623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2020,"Gulkana",482,83,146,325,2390,1.72030761785935
"86","FC-7-2020","FC-20-7","FC-7-20","FC-20-7","2020-07-31",NA,"Fish Creek Gulkana","9/29/20",63.1000428,-145.481274,2.59,48.8,NA,8.3,NA,13.4,NA,5.6,32.1,"M",0.044,"Fin well ID: 25 (2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.386,"2-G1 (one missing)","N","Y","4","Y","Y",0.024,0.3,0.8,0.3,0.8,0.3,0.4,0.4,0.3,"",0,"1/10/21",115.5,"1/14/21",25.8,"0.7766","0.2234",NA,"2/10/21",2,0.2739,955.4635,21.5977,4.824421299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2020,"Gulkana",488,83,134,321,2590,1.44023473082651
"88","FC-9-2020","FC-20-9","FC-9-20","FC-20-9","2020-07-31",NA,"Fish Creek Gulkana","9/24/20",63.1000428,-145.481274,2.662,48.6,NA,8.9,NA,14.8,NA,5.3,34,"M",0.052,"2-C7",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.432,"2-B11","N","Y","5","Y","Y",0.026,0.3,0.4,0.4,0.5,0.4,0.5,0.5,0.5,"",0,"1/10/21",141.1,"1/14/21",28.3,"0.7994","0.2006",NA,"2/10/21",2,0.2875,955.4635,21.9455,4.401542523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2020,"Gulkana",486,89,148,340,2662,2.0637009815471
"89","FC-10-2020","FC-20-10","FC-10-20","FC-20-10","2020-07-31",NA,"Fish Creek Gulkana","9/24/20",63.1000428,-145.481274,2.392,47.6,NA,8.3,NA,13.8,NA,5.2,32,"M",0.066,"2-D3",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,"2-C3","Y","Y","","Y","Y",0.03,0.7,0.7,0.6,0.6,0.5,0.8,0.6,0.6,"",0,"1/10/21",115.2,"1/14/21",29.4,"0.7448","0.2552",NA,"2/10/21",4,0.348,923.3249,21.5555,5.501143229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2020,"Gulkana",476,83,138,320,2392,1.32342168538572
"90","GH2-1-2020","GH2-1-2020","GH2-1-20","GH2-1 (2020)","2020-09-08",NA,"Gulkana Hatchery","7/23/21",63.06732669,-145.5138318,2.262,50.2,NA,8.9,NA,13.5,NA,6.3,31.1,"M",0.026,"2-A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.138,"1-E4","Y","Y","5","Y","Y",0.014,0.5,0.4,0.4,0.4,0.5,0.5,0.5,0.5,"",0,"10/15/21",114.2,"10/20/21",22.4,"0.8039","0.1961",NA,"10/21/21",2,0.4449,955.8343,21.481,4.213436077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2020,"GulkanaHatchery",502,89,135,311,2262,1.5686876395278
"91","GH2-2-2020","GH2-20-2","GH2-2-20","GH2-20-2","2020-09-08",NA,"Gulkana Hatchery","9/23/20",63.06732669,-145.5138318,2.45,49,NA,8.2,NA,12.8,NA,5.7,32.4,"M",0.07,"2-B2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.232,"2-A10","Y","Y","6","Y","Y",0.036,0.7,0.6,0.4,0.7,0.4,0.7,0.4,0.5,"",0,"1/15/21",75.2,"1/21/21",16.2,"0.7846","0.2154",NA,"2/16/21",4,0.3792,923.3249,20.9377,4.51051516,2,0.4191,955.4635,21.6538,4.664781383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2020,"GulkanaHatchery",490,82,128,324,2450,1.35534776740202
"92","GH2-3-2020","GH2-3-2020","GH2-3-20","GH2-3 (2020)","2020-09-08",NA,"Gulkana Hatchery","7/23/21",63.06732669,-145.5138318,2.562,49.4,NA,8.4,NA,14,NA,6.4,32.9,"M",0.05,"2-C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.482,"1-F7","Y","Y","5","Y","Y",0.022,0.5,0.4,0.8,0.4,0.4,0.5,0.4,0.4,"",0,"10/15/21",98.7,"10/19/21",22.8,"0.769","0.231",NA,"10/21/21",4,0.4742,923.3249,18.26,4.218115502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2020,"GulkanaHatchery",494,84,140,329,2562,1.82618583906823
"93","GH2-4-2020","GH2-4-2020","GH2-4-20","GH2-4 (2020)","2020-09-08",NA,"Gulkana Hatchery","7/23/21",63.06732669,-145.5138318,1.856,44.9,NA,6.8,NA,12,NA,6.4,30,"M",0.046,"2-C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.764,"1-F6 (no otoliths)","NO READ","Y","5","Y","Y",0.022,0.7,0.6,0.7,0.4,0.4,0.7,0.5,1,"",0,"10/15/21",101.9,"10/19/21",23.6,"0.7684","0.2316",NA,"10/21/21",2,0.3092,955.8343,20.4585,4.738180569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2020,"GulkanaHatchery",449,68,120,300,1856,0.0651948695730299
"94","GH2-5-2020","GH2-20-5","GH2-5-20","GH2-20-5","2020-09-08",NA,"Gulkana Hatchery","9/23/20",63.06732669,-145.5138318,1.666,41.8,NA,7.3,NA,10.8,NA,5,27,"M",0.05,"2-A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.494,"2-A8 (NO OTOS)","N","Y","2 bad scales","Y","Y",0.024,0.4,0.6,0.7,0.7,0.7,1.1,0.7,0.6,"",0,"1/15/21",139.3,"1/21/21",30.6,"0.7803","0.2197",NA,"2/16/21",4,0.3504,923.3249,21.4158,4.70440402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2020,"GulkanaHatchery",418,73,108,270,1666,-1.24526601781552
"100","MA-1-2020","MA-20-1","MA-1-20","MA-20-1","2020-08-10",NA,"Mahlo","9/24/20",61.73588,-145.7294181,2.53,44.6,NA,7.9,NA,17.6,NA,4.4,39.4,"M",0.05,"2-B8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.288,"1-B4","N","Y","bad scales","Y","Y",0.024,0.5,0.3,0.5,0.4,0.5,0.5,0.7,0.6,"",0,"1/5/21",121.1,"1/9/21",26.8,"0.7787","0.2213",NA,"2/18/21",4,0.4585,923.3249,19.9867,4.423150784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2020,"KlutinaLake",446,79,176,394,2530,2.90913951863815
"101","MA-2-2020","MA-20-2","MA-2-20","MA-20-2","2020-08-10",NA,"Mahlo","9/29/20",61.73588,-145.7294181,2.448,47.3,NA,8.4,NA,15.5,NA,3.8,34.7,"M",0.04,"Fin clip 28 (2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.256,"2-G4","N","Y","6","Y","Y",0.018,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,"",0,"1/5/21",116.9,"1/9/21",23.8,"0.7964","0.2036",NA,"2/18/21",2,0.4247,955.4635,19.9238,4.056342515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2020,"KlutinaLake",473,84,155,347,2448,2.12759553277443
"105","MA-6-2020","MA-20-6","MA-6-20","MA-20-6","2020-08-10",NA,"Mahlo","9/26/20",61.73588,-145.7294181,2.112,44.8,NA,7.7,NA,14.6,NA,4.6,34,"M",0.038,"fin well id:40",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.896,"2-D4","N","Y","6","Y","Y",0.018,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.5,"",0,"1/5/21",94.3,"1/9/21",18.3,"0.8059","0.1941",NA,"2/18/21",4,0.4246,923.3249,19.3812,3.761144857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2020,"KlutinaLake",448,77,146,340,2112,1.33950174959938
"107","MA-8-2020","MA-20-8","MA-8-20","MA-20-8","2020-08-10",NA,"Mahlo","9/24/20",61.73588,-145.7294181,2.362,45.6,NA,8.6,NA,15.6,NA,4.9,35.8,"M",0.036,"2-C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.162,"2-B6","N","Y","5","Y","Y",0.02,0.5,0.4,0.4,0.4,0.6,0.5,0.4,0.5,"",0,"1/5/21",142,"1/9/21",31.6,"0.7775","0.2225",NA,"2/18/21",4,0.3808,923.3249,17.703,3.939540845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2020,"KlutinaLake",456,86,156,358,2362,2.01543059757929
"109","MA-10-2020","MA-20-10","MA-10-20","MA-20-10","2020-08-10",NA,"Mahlo","9/24/20",61.73588,-145.7294181,2.472,49.4,NA,9.2,NA,15.8,NA,5,34.3,"M",0.008,"2-D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.264,"2-C2 one missing oto","N","Y","","Y","Y",0.002,0.3,0.4,0.3,0.4,0.4,0.4,0.6,0.4,"",0,"1/5/21",138.8,"1/9/21",25.4,"0.817","0.183",NA,"2/18/21",4,0.4258,923.3249,18.8246,3.44484755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2020,"KlutinaLake",494,92,158,343,2472,2.52131806907034
